link,pumps,pumps,pumps,pumps,pumps,pumps
id,P78,P78,P78,P79,P79,P79
properties,flow,energy,status,flow,energy,status
5 days 07:35:00,737.1960084125758,227.0252015985294,1.0,737.1960084125758,227.0252015985294,1.0
5 days 07:40:00,737.1960074036589,227.02520132767663,1.0,737.1960074036589,227.02520132767663,1.0
5 days 07:45:00,737.1960070214194,227.02520122506098,1.0,737.1960070214194,227.02520122506098,1.0
5 days 07:50:00,737.1960078599868,227.02520145018192,1.0,737.1960078599868,227.02520145018192,1.0
5 days 07:55:00,737.1960067141391,227.0252011425688,1.0,737.1960067141391,227.0252011425688,1.0
5 days 08:00:00,737.1960075291728,227.025201361372,1.0,737.1960075291728,227.025201361372,1.0
5 days 08:05:00,737.196008427694,227.02520160258806,1.0,737.196008427694,227.02520160258806,1.0
5 days 08:10:00,737.1960070858951,227.02520124237003,1.0,737.1960070858951,227.02520124237003,1.0
5 days 08:15:00,737.1960074535345,227.02520134106612,1.0,737.1960074535345,227.02520134106612,1.0
5 days 08:20:00,737.1960078931571,227.02520145908684,1.0,737.1960078931571,227.02520145908684,1.0
5 days 08:25:00,737.1960079526004,227.02520147504495,1.0,737.1960079526004,227.02520147504495,1.0
5 days 08:30:00,737.1960068530391,227.0252011798578,1.0,737.1960068530391,227.0252011798578,1.0
5 days 08:35:00,737.1960078815487,227.0252014559704,1.0,737.1960078815487,227.0252014559704,1.0
5 days 08:40:00,737.196007366716,227.02520131775893,1.0,737.196007366716,227.02520131775893,1.0
5 days 08:45:00,737.1960074494468,227.02520133996876,1.0,737.1960074494468,227.02520133996876,1.0
5 days 08:50:00,737.1960078982969,227.02520146046666,1.0,737.1960078982969,227.02520146046666,1.0
5 days 08:55:00,737.196007757061,227.02520142255062,1.0,737.196007757061,227.02520142255062,1.0
5 days 09:00:00,737.1960086031409,227.0252016496884,1.0,737.1960086031409,227.0252016496884,1.0
5 days 09:05:00,737.1960071006779,227.0252012463386,1.0,737.1960071006779,227.0252012463386,1.0
5 days 09:10:00,737.1960074962087,227.02520135252243,1.0,737.1960074962087,227.02520135252243,1.0
5 days 09:15:00,737.1960076552149,227.0252013952091,1.0,737.1960076552149,227.0252013952091,1.0
5 days 09:20:00,737.1960075683184,227.02520137188097,1.0,737.1960075683184,227.02520137188097,1.0
5 days 09:25:00,737.1960077963786,227.02520143310574,1.0,737.1960077963786,227.02520143310574,1.0
5 days 09:30:00,737.1960072433862,227.02520128465,1.0,737.1960072433862,227.02520128465,1.0
5 days 09:35:00,737.1960075925739,227.02520137839252,1.0,737.1960075925739,227.02520137839252,1.0
5 days 09:40:00,737.1960068502952,227.02520117912115,1.0,737.1960068502952,227.02520117912115,1.0
5 days 09:45:00,737.1960078731547,227.02520145371702,1.0,737.1960078731547,227.02520145371702,1.0
5 days 09:50:00,737.196007345314,227.02520131201334,1.0,737.196007345314,227.02520131201334,1.0
5 days 09:55:00,737.1960076921603,227.0252014051274,1.0,737.1960076921603,227.0252014051274,1.0
5 days 10:00:00,737.1960068702821,227.02520118448672,1.0,737.1960068702821,227.02520118448672,1.0
5 days 10:05:00,737.1960081886696,227.0252015384198,1.0,737.1960081886696,227.0252015384198,1.0
5 days 10:10:00,737.1960067300045,227.025201146828,1.0,737.1960067300045,227.025201146828,1.0
5 days 10:15:00,737.1960074758063,227.02520134704523,1.0,737.1960074758063,227.02520134704523,1.0
5 days 10:20:00,737.1960073954823,227.02520132548153,1.0,737.1960073954823,227.02520132548153,1.0
5 days 10:25:00,737.1960079402076,227.02520147171793,1.0,737.1960079402076,227.02520147171793,1.0
5 days 10:30:00,737.1960072672214,227.02520129104872,1.0,737.1960072672214,227.02520129104872,1.0
5 days 10:35:00,737.196007427959,227.02520133420018,1.0,737.196007427959,227.02520133420018,1.0
5 days 10:40:00,737.1960069247681,227.02520119911404,1.0,737.1960069247681,227.02520119911404,1.0
5 days 10:45:00,737.1960076323637,227.0252013890745,1.0,737.1960076323637,227.0252013890745,1.0
5 days 10:50:00,737.1960082813631,227.02520156330422,1.0,737.1960082813631,227.02520156330422,1.0
5 days 10:55:00,737.1960076998906,227.02520140720264,1.0,737.1960076998906,227.02520140720264,1.0
5 days 11:00:00,737.1960066820258,227.0252011339477,1.0,737.1960066820258,227.0252011339477,1.0
5 days 11:05:00,737.1960079884104,227.02520148465845,1.0,737.1960079884104,227.02520148465845,1.0
5 days 11:10:00,737.1960074146165,227.02520133061827,1.0,737.1960074146165,227.02520133061827,1.0
5 days 11:15:00,737.1960075536558,227.02520136794462,1.0,737.1960075536558,227.02520136794462,1.0
5 days 11:20:00,737.1960075391482,227.02520136404996,1.0,737.1960075391482,227.02520136404996,1.0
5 days 11:25:00,737.1960070907755,227.02520124368024,1.0,737.1960070907755,227.02520124368024,1.0
5 days 11:30:00,737.1960082517161,227.0252015553452,1.0,737.1960082517161,227.0252015553452,1.0
5 days 11:35:00,737.1960075930708,227.02520137852596,1.0,737.1960075930708,227.02520137852596,1.0
5 days 11:40:00,737.1960080225024,227.0252014938107,1.0,737.1960080225024,227.0252014938107,1.0
5 days 11:45:00,737.1960077320094,227.02520141582525,1.0,737.1960077320094,227.02520141582525,1.0
5 days 11:50:00,737.1960073194018,227.02520130505704,1.0,737.1960073194018,227.02520130505704,1.0
5 days 11:55:00,737.1960068997415,227.02520119239543,1.0,737.1960068997415,227.02520119239543,1.0
5 days 12:00:00,737.1960070740874,227.0252012392002,1.0,737.1960070740874,227.0252012392002,1.0
5 days 12:05:00,737.1960075276047,227.02520136095097,1.0,737.1960075276047,227.02520136095097,1.0
5 days 12:10:00,737.1960073977672,227.0252013260949,1.0,737.1960073977672,227.0252013260949,1.0
5 days 12:15:00,737.1960068338607,227.02520117470914,1.0,737.1960068338607,227.02520117470914,1.0
5 days 12:20:00,737.1960077701399,227.02520142606173,1.0,737.1960077701399,227.02520142606173,1.0
5 days 12:25:00,737.1960074078117,227.02520132879147,1.0,737.1960074078117,227.02520132879147,1.0
5 days 12:30:00,737.1960070022302,227.02520121990943,1.0,737.1960070022302,227.02520121990943,1.0
5 days 12:35:00,737.1960075990646,227.02520138013503,1.0,737.1960075990646,227.02520138013503,1.0
5 days 12:40:00,737.1960076152471,227.02520138447937,1.0,737.1960076152471,227.02520138447937,1.0
5 days 12:45:00,737.1960078266428,227.02520144123048,1.0,737.1960078266428,227.02520144123048,1.0
5 days 12:50:00,737.1960078807095,227.02520145574516,1.0,737.1960078807095,227.02520145574516,1.0
5 days 12:55:00,737.1960069100262,227.02520119515643,1.0,737.1960069100262,227.02520119515643,1.0
5 days 13:00:00,737.1960074551104,227.02520134148926,1.0,737.1960074551104,227.02520134148926,1.0
5 days 13:05:00,737.1960076438542,227.02520139215918,1.0,737.1960076438542,227.02520139215918,1.0
5 days 13:10:00,737.1960066462121,227.02520112433317,1.0,737.1960066462121,227.02520112433317,1.0
5 days 13:15:00,737.1960075244252,227.02520136009744,1.0,737.1960075244252,227.02520136009744,1.0
5 days 13:20:00,737.1960080105955,227.02520149061417,1.0,737.1960080105955,227.02520149061417,1.0
5 days 13:25:00,737.1960075743893,227.0252013735107,1.0,737.1960075743893,227.0252013735107,1.0
5 days 13:30:00,737.1960073696528,227.02520131854735,1.0,737.1960073696528,227.02520131854735,1.0
5 days 13:35:00,737.196007424287,227.0252013332144,1.0,737.196007424287,227.0252013332144,1.0
5 days 13:40:00,737.1960082025563,227.02520154214784,1.0,737.1960082025563,227.02520154214784,1.0
5 days 13:45:00,737.1960069780116,227.02520121340774,1.0,737.1960069780116,227.02520121340774,1.0
5 days 13:50:00,737.1960074675258,227.02520134482222,1.0,737.1960074675258,227.02520134482222,1.0
5 days 13:55:00,737.196007596381,227.0252013794146,1.0,737.196007596381,227.0252013794146,1.0
5 days 14:00:00,737.1960075053023,227.02520135496368,1.0,737.1960075053023,227.02520135496368,1.0
5 days 14:05:00,737.1960081400332,227.02520152536295,1.0,737.1960081400332,227.02520152536295,1.0
5 days 14:10:00,737.1960075142304,227.02520135736057,1.0,737.1960075142304,227.02520135736057,1.0
5 days 14:15:00,737.1960073270682,227.0252013071151,1.0,737.1960073270682,227.0252013071151,1.0
5 days 14:20:00,737.1960078133279,227.02520143765594,1.0,737.1960078133279,227.02520143765594,1.0
5 days 14:25:00,737.1960080338134,227.0252014968473,1.0,737.1960080338134,227.0252014968473,1.0
5 days 14:30:00,737.1960074684224,227.02520134506295,1.0,737.1960074684224,227.02520134506295,1.0
5 days 14:35:00,737.1960081930857,227.02520153960538,1.0,737.1960081930857,227.02520153960538,1.0
5 days 14:40:00,737.1960075310434,227.02520136187414,1.0,737.1960075310434,227.02520136187414,1.0
5 days 14:45:00,737.1960072165347,227.02520127744143,1.0,737.1960072165347,227.02520127744143,1.0
5 days 14:50:00,737.1960076100918,227.0252013830954,1.0,737.1960076100918,227.0252013830954,1.0
5 days 14:55:00,737.1960073523682,227.02520131390716,1.0,737.1960073523682,227.02520131390716,1.0
5 days 15:00:00,737.1960076508269,227.02520139403106,1.0,737.1960076508269,227.02520139403106,1.0
5 days 15:05:00,737.1960075732927,227.02520137321636,1.0,737.1960075732927,227.02520137321636,1.0
5 days 15:10:00,737.1960078815182,227.02520145596225,1.0,737.1960078815182,227.02520145596225,1.0
5 days 15:15:00,737.1960076555567,227.02520139530083,1.0,737.1960076555567,227.02520139530083,1.0
5 days 15:20:00,737.1960081253586,227.0252015214234,1.0,737.1960081253586,227.0252015214234,1.0
5 days 15:25:00,737.1960079440885,227.02520147275982,1.0,737.1960079440885,227.02520147275982,1.0
5 days 15:30:00,737.1960066264336,227.02520111902348,1.0,737.1960066264336,227.02520111902348,1.0
5 days 15:35:00,737.1960085176264,227.02520162673125,1.0,737.1960085176264,227.02520162673125,1.0
5 days 15:40:00,737.1960087541431,227.02520169022628,1.0,737.1960087541431,227.02520169022628,1.0
5 days 15:45:00,737.1960077246426,227.02520141384764,1.0,737.1960077246426,227.02520141384764,1.0
5 days 15:50:00,737.1960080719225,227.025201507078,1.0,737.1960080719225,227.025201507078,1.0
5 days 15:55:00,737.1960078541357,227.0252014486112,1.0,737.1960078541357,227.0252014486112,1.0
5 days 16:00:00,737.1960070926878,227.02520124419365,1.0,737.1960070926878,227.02520124419365,1.0
5 days 16:05:00,737.1960074548684,227.02520134142432,1.0,737.1960074548684,227.02520134142432,1.0
5 days 16:10:00,737.1960072450617,227.0252012850997,1.0,737.1960072450617,227.0252012850997,1.0
5 days 16:15:00,737.1960081215171,227.02520152039213,1.0,737.1960081215171,227.02520152039213,1.0
5 days 16:20:00,737.1960076266176,227.02520138753184,1.0,737.1960076266176,227.02520138753184,1.0
5 days 16:25:00,737.1960075196827,227.02520135882423,1.0,737.1960075196827,227.02520135882423,1.0
5 days 16:30:00,737.1960074710879,227.02520134577856,1.0,737.1960074710879,227.02520134577856,1.0
5 days 16:35:00,737.196008003718,227.0252014887679,1.0,737.196008003718,227.0252014887679,1.0
5 days 16:40:00,737.196007279654,227.02520129438636,1.0,737.196007279654,227.02520129438636,1.0
5 days 16:45:00,737.1960072747496,227.02520129306976,1.0,737.1960072747496,227.02520129306976,1.0
5 days 16:50:00,737.1960077877816,227.02520143079784,1.0,737.1960077877816,227.02520143079784,1.0
5 days 16:55:00,737.1960068253969,227.02520117243694,1.0,737.1960068253969,227.02520117243694,1.0
5 days 17:00:00,737.196007019341,227.025201224503,1.0,737.196007019341,227.025201224503,1.0
5 days 17:05:00,737.1960073079662,227.02520130198704,1.0,737.1960073079662,227.02520130198704,1.0
5 days 17:10:00,737.1960077176102,227.0252014119597,1.0,737.1960077176102,227.0252014119597,1.0
5 days 17:15:00,737.1960072332446,227.0252012819274,1.0,737.1960072332446,227.0252012819274,1.0
5 days 17:20:00,737.1960078309862,227.0252014423965,1.0,737.1960078309862,227.0252014423965,1.0
5 days 17:25:00,737.1960063876708,227.02520105492545,1.0,737.1960063876708,227.02520105492545,1.0
5 days 17:30:00,737.1960076908978,227.02520140478848,1.0,737.1960076908978,227.02520140478848,1.0
5 days 17:35:00,737.196007527697,227.02520136097576,1.0,737.196007527697,227.02520136097576,1.0
5 days 17:40:00,737.1960074259736,227.0252013336672,1.0,737.1960074259736,227.0252013336672,1.0
5 days 17:45:00,737.1960077603437,227.0252014234319,1.0,737.1960077603437,227.0252014234319,1.0
5 days 17:50:00,737.1960083291184,227.02520157612454,1.0,737.1960083291184,227.02520157612454,1.0
5 days 17:55:00,737.1960066384831,227.02520112225824,1.0,737.1960066384831,227.02520112225824,1.0
5 days 18:00:00,737.1960075191362,227.02520135867755,1.0,737.1960075191362,227.02520135867755,1.0
5 days 18:05:00,737.1960071604182,227.0252012623764,1.0,737.1960071604182,227.0252012623764,1.0
5 days 18:10:00,737.1960081417809,227.02520152583213,1.0,737.1960081417809,227.02520152583213,1.0
5 days 18:15:00,737.1960071163961,227.0252012505583,1.0,737.1960071163961,227.0252012505583,1.0
5 days 18:20:00,737.1960076758875,227.02520140075882,1.0,737.1960076758875,227.02520140075882,1.0
5 days 18:25:00,737.1960076238088,227.0252013867778,1.0,737.1960076238088,227.0252013867778,1.0
5 days 18:30:00,737.1960071276674,227.02520125358413,1.0,737.1960071276674,227.02520125358413,1.0
5 days 18:35:00,737.1960065642273,227.0252011023236,1.0,737.1960065642273,227.0252011023236,1.0
5 days 18:40:00,737.19600803947,227.02520149836587,1.0,737.19600803947,227.02520149836587,1.0
5 days 18:45:00,737.1960067939963,227.02520116400714,1.0,737.1960067939963,227.02520116400714,1.0
5 days 18:50:00,737.1960075192931,227.0252013587196,1.0,737.1960075192931,227.0252013587196,1.0
5 days 18:55:00,737.1960082768995,227.02520156210593,1.0,737.1960082768995,227.02520156210593,1.0
5 days 19:00:00,737.1960071364973,227.02520125595464,1.0,737.1960071364973,227.02520125595464,1.0
5 days 19:05:00,737.1960075292207,227.0252013613848,1.0,737.1960075292207,227.0252013613848,1.0
5 days 19:10:00,737.1960079647369,227.02520147830307,1.0,737.1960079647369,227.02520147830307,1.0
5 days 19:15:00,737.1960078498032,227.02520144744807,1.0,737.1960078498032,227.02520144744807,1.0
5 days 19:20:00,737.1960074788209,227.0252013478545,1.0,737.1960074788209,227.0252013478545,1.0
5 days 19:25:00,737.1960070783178,227.0252012403359,1.0,737.1960070783178,227.0252012403359,1.0
5 days 19:30:00,737.1960073618782,227.02520131646025,1.0,737.1960073618782,227.02520131646025,1.0
5 days 19:35:00,737.1960064099243,227.02520106089955,1.0,737.1960064099243,227.02520106089955,1.0
5 days 19:40:00,737.1960081374469,227.02520152466866,1.0,737.1960081374469,227.02520152466866,1.0
5 days 19:45:00,737.1960071850015,227.02520126897605,1.0,737.1960071850015,227.02520126897605,1.0
5 days 19:50:00,737.1960078531474,227.02520144834585,1.0,737.1960078531474,227.02520144834585,1.0
5 days 19:55:00,737.1960080467652,227.0252015003243,1.0,737.1960080467652,227.0252015003243,1.0
5 days 20:00:00,737.1960077046342,227.0252014084761,1.0,737.1960077046342,227.0252014084761,1.0
5 days 20:05:00,737.1960068009961,227.0252011658864,1.0,737.1960068009961,227.0252011658864,1.0
5 days 20:10:00,737.1960077399767,227.02520141796415,1.0,737.1960077399767,227.02520141796415,1.0
5 days 20:15:00,737.1960078244579,227.02520144064383,1.0,737.1960078244579,227.02520144064383,1.0
5 days 20:20:00,737.1960078034072,227.02520143499265,1.0,737.1960078034072,227.02520143499265,1.0
5 days 20:25:00,737.1960079856294,227.02520148391187,1.0,737.1960079856294,227.02520148391187,1.0
5 days 20:30:00,737.196007261502,227.02520128951335,1.0,737.196007261502,227.02520128951335,1.0
5 days 20:35:00,737.1960073933546,227.02520132491037,1.0,737.1960073933546,227.02520132491037,1.0
5 days 20:40:00,737.1960075788772,227.02520137471552,1.0,737.1960075788772,227.02520137471552,1.0
5 days 20:45:00,737.1960078276612,227.02520144150384,1.0,737.1960078276612,227.02520144150384,1.0
5 days 20:50:00,737.1960076888968,227.0252014042513,1.0,737.1960076888968,227.0252014042513,1.0
5 days 20:55:00,737.1960076721678,227.02520139976022,1.0,737.1960076721678,227.02520139976022,1.0
5 days 21:00:00,737.1960077916962,227.02520143184873,1.0,737.1960077916962,227.02520143184873,1.0
5 days 21:05:00,737.1960070881854,227.0252012429849,1.0,737.1960070881854,227.0252012429849,1.0
5 days 21:10:00,737.1960082458056,227.02520155375845,1.0,737.1960082458056,227.02520155375845,1.0
5 days 21:15:00,737.1960080600996,227.02520150390401,1.0,737.1960080600996,227.02520150390401,1.0
5 days 21:20:00,737.1960076355283,227.02520138992406,1.0,737.1960076355283,227.02520138992406,1.0
5 days 21:25:00,737.1960076028615,227.02520138115435,1.0,737.1960076028615,227.02520138115435,1.0
5 days 21:30:00,737.1960074156899,227.02520133090647,1.0,737.1960074156899,227.02520133090647,1.0
5 days 21:35:00,737.1960079190873,227.02520146604803,1.0,737.1960079190873,227.02520146604803,1.0
5 days 21:40:00,737.1960073327193,227.0252013086322,1.0,737.1960073327193,227.0252013086322,1.0
5 days 21:45:00,737.1960077233917,227.02520141351178,1.0,737.1960077233917,227.02520141351178,1.0
5 days 21:50:00,737.196007679214,227.02520140165183,1.0,737.196007679214,227.02520140165183,1.0
5 days 21:55:00,737.1960071809083,227.0252012678772,1.0,737.1960071809083,227.0252012678772,1.0
5 days 22:00:00,737.1960085820365,227.02520164402273,1.0,737.1960085820365,227.02520164402273,1.0
5 days 22:05:00,737.1960076567233,227.02520139561403,1.0,737.1960076567233,227.02520139561403,1.0
5 days 22:10:00,737.1960070514982,227.0252012331359,1.0,737.1960070514982,227.0252012331359,1.0
5 days 22:15:00,737.1960068794292,227.0252011869424,1.0,737.1960068794292,227.0252011869424,1.0
5 days 22:20:00,737.1960069625841,227.02520120926607,1.0,737.1960069625841,227.02520120926607,1.0
5 days 22:25:00,737.1960072894129,227.02520129700625,1.0,737.1960072894129,227.02520129700625,1.0
5 days 22:30:00,737.196006971272,227.02520121159844,1.0,737.196006971272,227.02520121159844,1.0
5 days 22:35:00,737.196006938024,227.02520120267278,1.0,737.196006938024,227.02520120267278,1.0
5 days 22:40:00,737.1960075585255,227.02520136925196,1.0,737.1960075585255,227.02520136925196,1.0
5 days 22:45:00,737.1960077169086,227.02520141177132,1.0,737.1960077169086,227.02520141177132,1.0
5 days 22:50:00,737.1960081584872,227.02520153031708,1.0,737.1960081584872,227.02520153031708,1.0
5 days 22:55:00,737.1960078214693,227.02520143984157,1.0,737.1960078214693,227.02520143984157,1.0
5 days 23:00:00,737.1960078139961,227.02520143783534,1.0,737.1960078139961,227.02520143783534,1.0
5 days 23:05:00,737.1960081059427,227.02520151621098,1.0,737.1960081059427,227.02520151621098,1.0
5 days 23:10:00,737.1960071127071,227.02520124956794,1.0,737.1960071127071,227.02520124956794,1.0
5 days 23:15:00,737.1960080630669,227.02520150470062,1.0,737.1960080630669,227.02520150470062,1.0
5 days 23:20:00,737.1960077871605,227.02520143063103,1.0,737.1960077871605,227.02520143063103,1.0
5 days 23:25:00,737.196007130762,227.02520125441495,1.0,737.196007130762,227.02520125441495,1.0
5 days 23:30:00,737.1960072687696,227.02520129146436,1.0,737.1960072687696,227.02520129146436,1.0
5 days 23:35:00,737.1960075762906,227.02520137402118,1.0,737.1960075762906,227.02520137402118,1.0
5 days 23:40:00,737.1960077002626,227.02520140730252,1.0,737.1960077002626,227.02520140730252,1.0
5 days 23:45:00,737.1960062463284,227.02520101698084,1.0,737.1960062463284,227.02520101698084,1.0
5 days 23:50:00,737.1960065989382,227.02520111164205,1.0,737.1960065989382,227.02520111164205,1.0
5 days 23:55:00,737.1960081933585,227.0252015396786,1.0,737.1960081933585,227.0252015396786,1.0
6 days 00:00:00,737.1960072860248,227.0252012960967,1.0,737.1960072860248,227.0252012960967,1.0
6 days 00:05:00,737.1960076408438,227.02520139135106,1.0,737.1960076408438,227.02520139135106,1.0
6 days 00:10:00,737.1960078444142,227.02520144600135,1.0,737.1960078444142,227.02520144600135,1.0
6 days 00:15:00,737.1960070362975,227.02520122905506,1.0,737.1960070362975,227.02520122905506,1.0
6 days 00:20:00,737.1960074792681,227.0252013479746,1.0,737.1960074792681,227.0252013479746,1.0
6 days 00:25:00,737.1960074160319,227.0252013309982,1.0,737.1960074160319,227.0252013309982,1.0
6 days 00:30:00,737.1960070487371,227.02520123239464,1.0,737.1960070487371,227.02520123239464,1.0
6 days 00:35:00,737.1960080133414,227.02520149135134,1.0,737.1960080133414,227.02520149135134,1.0
6 days 00:40:00,737.1960075057398,227.02520135508118,1.0,737.1960075057398,227.02520135508118,1.0
6 days 00:45:00,737.1960078523452,227.02520144813047,1.0,737.1960078523452,227.02520144813047,1.0
6 days 00:50:00,737.1960078063993,227.0252014357959,1.0,737.1960078063993,227.0252014357959,1.0
6 days 00:55:00,737.1960080945411,227.0252015131501,1.0,737.1960080945411,227.0252015131501,1.0
6 days 01:00:00,737.1960075604004,227.02520136975528,1.0,737.1960075604004,227.02520136975528,1.0
6 days 01:05:00,737.1960072793697,227.02520129431008,1.0,737.1960072793697,227.02520129431008,1.0
6 days 01:10:00,737.1960074860182,227.02520134978664,1.0,737.1960074860182,227.02520134978664,1.0
6 days 01:15:00,737.1960078090066,227.02520143649582,1.0,737.1960078090066,227.02520143649582,1.0
6 days 01:20:00,737.1960082352304,227.02520155091946,1.0,737.1960082352304,227.02520155091946,1.0
6 days 01:25:00,737.196007529229,227.02520136138705,1.0,737.196007529229,227.02520136138705,1.0
6 days 01:30:00,737.1960076329765,227.025201389239,1.0,737.1960076329765,227.025201389239,1.0
6 days 01:35:00,737.19600735281,227.02520131402574,1.0,737.19600735281,227.02520131402574,1.0
6 days 01:40:00,737.1960078501573,227.02520144754314,1.0,737.1960078501573,227.02520144754314,1.0
6 days 01:45:00,737.1960072381233,227.0252012832371,1.0,737.1960072381233,227.0252012832371,1.0
6 days 01:50:00,737.1960074269978,227.02520133394214,1.0,737.1960074269978,227.02520133394214,1.0
6 days 01:55:00,737.1960079940968,227.02520148618498,1.0,737.1960079940968,227.02520148618498,1.0
6 days 02:00:00,737.1960075028862,227.02520135431504,1.0,737.1960075028862,227.02520135431504,1.0
6 days 02:05:00,737.1960075200068,227.02520135891123,1.0,737.1960075200068,227.02520135891123,1.0
6 days 02:10:00,737.1960077053202,227.02520140866028,1.0,737.1960077053202,227.02520140866028,1.0
6 days 02:15:00,737.196006969643,227.02520121116115,1.0,737.196006969643,227.02520121116115,1.0
6 days 02:20:00,737.1960079119646,227.02520146413585,1.0,737.1960079119646,227.02520146413585,1.0
6 days 02:25:00,737.1960080645426,227.02520150509682,1.0,737.1960080645426,227.02520150509682,1.0
6 days 02:30:00,737.1960068590687,227.02520118147646,1.0,737.1960068590687,227.02520118147646,1.0
6 days 02:35:00,737.1960076740119,227.02520140025533,1.0,737.1960076740119,227.02520140025533,1.0
6 days 02:40:00,737.1960075664442,227.02520137137776,1.0,737.1960075664442,227.02520137137776,1.0
6 days 02:45:00,737.1960069533906,227.02520120679802,1.0,737.1960069533906,227.02520120679802,1.0
6 days 02:50:00,737.1960070912761,227.02520124381462,1.0,737.1960070912761,227.02520124381462,1.0
6 days 02:55:00,737.1960079621105,227.025201477598,1.0,737.1960079621105,227.025201477598,1.0
6 days 03:00:00,737.1960073282738,227.02520130743878,1.0,737.1960073282738,227.02520130743878,1.0
6 days 03:05:00,737.1960078970097,227.0252014601211,1.0,737.1960078970097,227.0252014601211,1.0
6 days 03:10:00,737.1960078538613,227.02520144853747,1.0,737.1960078538613,227.02520144853747,1.0
6 days 03:15:00,737.1960080434307,227.02520149942907,1.0,737.1960080434307,227.02520149942907,1.0
6 days 03:20:00,737.1960071896887,227.02520127023436,1.0,737.1960071896887,227.02520127023436,1.0
6 days 03:25:00,737.1960075203256,227.02520135899684,1.0,737.1960075203256,227.02520135899684,1.0
6 days 03:30:00,737.1960073813376,227.02520132168425,1.0,737.1960073813376,227.02520132168425,1.0
6 days 03:35:00,737.1960069398967,227.0252012031755,1.0,737.1960069398967,227.0252012031755,1.0
6 days 03:40:00,737.1960079464164,227.02520147338478,1.0,737.1960079464164,227.02520147338478,1.0
6 days 03:45:00,737.1960074011309,227.02520132699797,1.0,737.1960074011309,227.02520132699797,1.0
6 days 03:50:00,737.1960077544376,227.0252014218463,1.0,737.1960077544376,227.0252014218463,1.0
6 days 03:55:00,737.1960077202116,227.02520141265805,1.0,737.1960077202116,227.02520141265805,1.0
6 days 04:00:00,737.1960081574514,227.02520153003903,1.0,737.1960081574514,227.02520153003903,1.0
6 days 04:05:00,737.1960079799416,227.02520148238492,1.0,737.1960079799416,227.02520148238492,1.0
6 days 04:10:00,737.1960074506644,227.0252013402957,1.0,737.1960074506644,227.0252013402957,1.0
6 days 04:15:00,737.1960073018703,227.02520130035052,1.0,737.1960073018703,227.02520130035052,1.0
6 days 04:20:00,737.1960082420409,227.02520155274783,1.0,737.1960082420409,227.02520155274783,1.0
6 days 04:25:00,737.1960071946401,227.02520127156362,1.0,737.1960071946401,227.02520127156362,1.0
6 days 04:30:00,737.1960072135994,227.0252012766534,1.0,737.1960072135994,227.0252012766534,1.0
6 days 04:35:00,737.1960069844013,227.0252012151231,1.0,737.1960069844013,227.0252012151231,1.0
6 days 04:40:00,737.1960078155762,227.0252014382595,1.0,737.1960078155762,227.0252014382595,1.0
6 days 04:45:00,737.1960080974351,227.02520151392707,1.0,737.1960080974351,227.02520151392707,1.0
6 days 04:50:00,737.1960080816006,227.02520150967615,1.0,737.1960080816006,227.02520150967615,1.0
6 days 04:55:00,737.1960077374857,227.0252014172954,1.0,737.1960077374857,227.0252014172954,1.0
6 days 05:00:00,737.1960068111911,227.02520116862325,1.0,737.1960068111911,227.02520116862325,1.0
6 days 05:05:00,737.1960073968238,227.02520132584166,1.0,737.1960073968238,227.02520132584166,1.0
6 days 05:10:00,737.1960072839265,227.02520129553338,1.0,737.1960072839265,227.02520129553338,1.0
6 days 05:15:00,737.1960079130587,227.02520146442956,1.0,737.1960079130587,227.02520146442956,1.0
6 days 05:20:00,737.1960077657443,227.02520142488171,1.0,737.1960077657443,227.02520142488171,1.0
6 days 05:25:00,737.1960081988753,227.02520154115965,1.0,737.1960081988753,227.02520154115965,1.0
6 days 05:30:00,737.1960080650465,227.02520150523208,1.0,737.1960080650465,227.02520150523208,1.0
6 days 05:35:00,737.1960078004842,227.02520143420787,1.0,737.1960078004842,227.02520143420787,1.0
6 days 05:40:00,737.1960072637435,227.0252012901151,1.0,737.1960072637435,227.0252012901151,1.0
6 days 05:45:00,737.1960080012456,227.02520148810413,1.0,737.1960080012456,227.02520148810413,1.0
6 days 05:50:00,737.1960082892547,227.02520156542278,1.0,737.1960082892547,227.02520156542278,1.0
6 days 05:55:00,737.1960080673574,227.02520150585246,1.0,737.1960080673574,227.02520150585246,1.0
6 days 06:00:00,737.1960075184687,227.02520135849835,1.0,737.1960075184687,227.02520135849835,1.0
6 days 06:05:00,737.1960071869152,227.02520126948983,1.0,737.1960071869152,227.02520126948983,1.0
6 days 06:10:00,737.1960080218928,227.0252014936471,1.0,737.1960080218928,227.0252014936471,1.0
6 days 06:15:00,737.1960077513602,227.0252014210201,1.0,737.1960077513602,227.0252014210201,1.0
6 days 06:20:00,737.1960074569574,227.02520134198508,1.0,737.1960074569574,227.02520134198508,1.0
6 days 06:25:00,737.1960079064554,227.02520146265684,1.0,737.1960079064554,227.02520146265684,1.0
6 days 06:30:00,737.19600868413,227.02520167143064,1.0,737.19600868413,227.02520167143064,1.0
6 days 06:35:00,737.1960078509961,227.02520144776835,1.0,737.1960078509961,227.02520144776835,1.0
6 days 06:40:00,737.1960071599093,227.0252012622398,1.0,737.1960071599093,227.0252012622398,1.0
6 days 06:45:00,737.1960077280872,227.02520141477237,1.0,737.1960077280872,227.02520141477237,1.0
